"","Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","peptide.length","start","intensity_0nM_R1","intensity_0nM_R2","intensity_0nM_R3","intensity_0nM_R4","intensity_02nM_R1","intensity_02nM_R2","intensity_02nM_R3","intensity_02nM_R4","intensity_2nM_R1","intensity_2nM_R2","intensity_2nM_R3","intensity_2nM_R4","intensity_2uM_R1","intensity_2uM_R2","intensity_2uM_R3","intensity_2uM_R4","intensity_20nM_R1","intensity_20nM_R2","intensity_20nM_R3","intensity_20nM_R4","intensity_20uM_R1","intensity_20uM_R2","intensity_20uM_R3","intensity_20uM_R4","intensity_100uM_R1","intensity_100uM_R2","intensity_100uM_R3","intensity_100uM_R4","intensity_200nM_R1","intensity_200nM_R2","intensity_200nM_R3","intensity_200nM_R4","quantified.in.rep1.?","quantified.in.rep2.?","quantified.in.rep3.?","quantified.in.rep4.?","Nr.of.replicates.(quantified)","stabilized.in.rep1.?","stabilized.in.rep2.?","stabilized.in.rep3.?","stabilized.in.rep4.?","Nr.of.replicates.(stabilized)","destabilized.in.rep1.?","destabilized.in.rep2.?","destabilized.in.rep3.?","destabilized.in.rep4.?","Nr.of.replicates.(destabilized)","regulation","pEC50_rep1","R2_rep1","lower_rep1","upper_rep1","Ratio_0nM_0nM_R1","Ratio_02nM_0nM_R1","Ratio_2nM_0nM_R1","Ratio_20nM_0nM_R1","Ratio_200nM_0nM_R1","Ratio_2uM_0nM_R1","Ratio_20uM_0nM_R1","Ratio_100uM_0nM_R1","pEC50_rep2","R2_rep2","lower_rep2","upper_rep2","Ratio_0nM_0nM_R2","Ratio_02nM_0nM_R2","Ratio_2nM_0nM_R2","Ratio_20nM_0nM_R2","Ratio_200nM_0nM_R2","Ratio_2uM_0nM_R2","Ratio_20uM_0nM_R2","Ratio_100uM_0nM_R2","pEC50_rep3","R2_rep3","lower_rep3","upper_rep3","Ratio_0nM_0nM_R3","Ratio_02nM_0nM_R3","Ratio_2nM_0nM_R3","Ratio_20nM_0nM_R3","Ratio_200nM_0nM_R3","Ratio_2uM_0nM_R3","Ratio_20uM_0nM_R3","Ratio_100uM_0nM_R3","pEC50_rep4","R2_rep4","lower_rep4","upper_rep4","Ratio_0nM_0nM_R4","Ratio_02nM_0nM_R4","Ratio_2nM_0nM_R4","Ratio_20nM_0nM_R4","Ratio_200nM_0nM_R4","Ratio_2uM_0nM_R4","Ratio_20uM_0nM_R4","Ratio_100uM_0nM_R4","CV_pEC50","mean_pEC50","is.kinase","end","Protein.kinase","domain","location","D_start","D_end","D_start2","D_end2","in.domain"
"205","P49841","P49840;P49841","GSK3B_HUMAN","GSK3B","Glycogen synthase kinase-3 beta",8,198,1050000,1140000,1210000,988360,1040000,1120000,1300000,1020000,1120000,1130000,1090000,1060000,41509,72124.7,45719.5,69116.1,955986,1200000,1180000,1100000,51415.7,31567.7,43382.9,42512.7,38586.3,0,33954,35742.4,332144,430971,364919,359236,1,0,1,1,3,1,0,1,1,"3",0,0,0,0,"0","stabilized",7.0001,0.9973,0.03657766364478,1.01854870654678,1,0.990476190476191,1.06666666666667,0.910462857142857,0.316327619047619,0.039532380952381,0.0489673333333333,0.0367488571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8936,0.9908,0.0328919394500394,0.992364202923835,1,1.07438016528926,0.900826446280992,0.975206611570248,0.301585950413223,0.0377847107438017,0.0358536363636364,0.0280611570247934,6.7641,0.9956,0.0496989424834976,1.05436695089107,1,1.03201262697802,1.07248371038893,1.11295479379983,0.363466753004978,0.0699300862034077,0.0430133756930673,0.0361633412926464,0.0171634897479566,6.88593333333333,"yes",205,"Protein kinase","domain","56-340;",56,340,NA,NA,"yes"
"206","P49841","P49841","GSK3B_HUMAN","GSK3B","Glycogen synthase kinase-3 beta",12,75,846434.5,822548.5,791409.1,781275.4,859741.8,866776,831730.2,864715.5,863325.3,878976.7,778782.6,877666.7,36674.3,34754.8,37420.5,31762.8,842391.5,779799.9,856710.4,794241.2,11851.1,17376.9,22620.5,19446.8,13417.3,14884,14849.2,25044,272688,269795.33,261441,274795.4,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.8771,0.9996,0.022912152845548,1.01290917289734,1,1.01572159452385,1.01995523575658,0.995223493371312,0.322160781489885,0.0433279834411286,0.0140012015105717,0.0158515514195133,6.9651,0.9984,0.0207950359394279,1.04145750635099,1,1.05376886590882,1.06860166908091,0.948029082783568,0.327999297305873,0.042252584498057,0.0211256843821367,0.0180949816333019,6.7706,0.9963,0.0315543176336335,1.02938926503209,1,1.05094849174719,0.984045546102515,1.08251269792071,0.330348741251522,0.0472833835243997,0.0285825624193606,0.0187629886995234,6.9197,0.9952,0.0285479775920559,1.07638106070131,1,1.10679985572309,1.12337685277176,1.01659568444111,0.351726676662288,0.040655062222617,0.0248910947407278,0.0320552778188076,0.0120843566187651,6.883125,"yes",86,"Protein kinase","domain","56-340;",56,340,NA,NA,"yes"
"207","O15530","Q6A1A2;O15530","PDPK1_HUMAN","PDPK1","3-phosphoinositide-dependent protein kinase 1",8,137,303439,326695,322486,303294,306016,287488,326096,326357,277046,271331,298141,309993,25659.7,34692.3,21998.1,19590.3,58912.5,52902.6,49012.4,57742.8,27121.1,0,35632.5,28214.6,29910.9,37477.6,30496.7,19495.2,27612.9,31926,24180.4,39381.6,1,0,1,1,3,1,0,1,1,"3",0,0,0,0,"0","stabilized",8.1829,0.9999,0.0904833705817997,1.00487985314974,1,1.00849264596838,0.913020409373877,0.194149400703271,0.0909998385177911,0.0845629599359344,0.0893790844288308,0.0985730245617735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.224,0.9992,0.0869991060998952,1.00583867151546,1,1.01119428440304,0.92450835075011,0.151983031821536,0.074981239495668,0.0682141240239886,0.110493168695695,0.0945675161092265,8.0429,0.9964,0.087839636306598,1.0382834292488,1,1.07604172848787,1.02208747947536,0.190385566480049,0.129846287760391,0.0645917822311025,0.0930272277064498,0.064278225088528,0.011649691820317,8.14993333333333,"yes",144,"Protein kinase","domain","82-342;",82,342,NA,NA,"yes"
"208","P05771","P05771;P17252","KPCB_HUMAN","PRKCB","Protein kinase C beta type",13,469,3085690,3390000,3190472,3214263,2826240,3059089,3105344,3346887,2866798,3023165,3273740,3262526,94239.9,104155.6,111339.8,159769.9,2703689,2806979,3056807,3136578,39970.1,37374.2,61546.5,53732.4,53771,35528.3,81572.2,64705.6,480756,510208,592189,521131,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.1163,0.9973,0.0193520372818586,0.949021282933543,1,0.915918319727516,0.929062219471172,0.876202405296708,0.155801781773282,0.0305409487019111,0.0129533750960077,0.0174259241855144,7.1629,0.9952,0.0157464303490988,0.933138799357821,1,0.902386135693215,0.891789085545723,0.828017404129794,0.15050383480826,0.0307243657817109,0.0110248377581121,0.0104803244837758,7.0426,0.9991,0.0259918248128648,0.999863501316927,1,0.973318054507295,1.02609895965236,0.958104944973659,0.18561172140047,0.0348975950893786,0.019290719366915,0.0255674395512639,7.0752,0.9992,0.0283604012902589,1.01904892860476,1,1.04126109157838,1.0150152616634,0.975831162540215,0.162130790168695,0.0497065423706772,0.0167168647991779,0.0201307733685762,0.00733268158958716,7.09925,"yes",481,"Protein kinase","domain","342-600;",342,600,NA,NA,"yes"
"209","Q00537","Q07002;Q00537;Q00536","CDK17_HUMAN","CDK17","Cyclin-dependent kinase 17",13,225,209096,231396,241342,207786,251016,244708,219407,185757,240430,191480,206034,186042,57448.1,51143.6,39472.4,42710,266722,243127,199594,205442,34288.9,29967.3,26307.8,28493.2,22149,26840,16249.1,23643.2,177703,168914,167835,147155,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.3866,0.9717,0.139891616449667,1.15706048053557,1,1.20048207521904,1.14985461223553,1.27559589853464,0.849863220721582,0.274745093162949,0.163986398592034,0.105927420897578,6.4062,0.9699,0.125202421760933,0.98567158407456,1,1.05752908434027,0.827499178896783,1.05069664125568,0.729978046292935,0.221021970993448,0.129506560182544,0.115991633390378,6.3653,0.9847,0.0801254547672701,0.90340164113801,1,0.909112379942157,0.8537013864143,0.82701726181104,0.695423921240397,0.16355379502946,0.109006306403361,0.0673281070016823,6.4166,0.9896,0.12719803876284,0.946282306675355,1,0.893982270220323,0.895353873696977,0.988719162984994,0.708204595112279,0.20554801574697,0.137127621687698,0.113786299365694,0.00354090589431831,6.393675,"yes",237,"Protein kinase","domain","192-473;",192,473,NA,NA,"yes"
"210","P31749","Q9Y243;P31751;P31749","AKT1_HUMAN","AKT1","RAC-alpha serine/threonine-protein kinase",13,277,343755,386051,408321,333376,356244,381014,387463,453342,381326,393847,375177,352216.6,263817.1,223398.1,246383.7,227660.2,391610,353720,333680,302028,166222.8,153787.9,182770.9,116076.6,133802.7,87913.8,85354.6,71131.6,360767.5,359685,367936,391311,1,1,1,1,4,1,1,1,0,"3",0,0,0,0,"0","stabilized",5.591,0.9764,0.394153564014561,1.0743335988451,1,1.03633110791116,1.10929586478742,1.13921252054516,1.04949018923361,0.767456764265247,0.48355020290614,0.389238556530087,5.5997,0.9822,0.190258519408402,0.99870281487188,1,0.986952501094415,1.02019422304307,0.916251997793038,0.931703324172195,0.5786750973317,0.39836161543423,0.227725870416085,4.6932,0.9639,-0.15171954324183,0.961618131513576,1,0.948917640777721,0.918828568699626,0.817200192985421,0.901094971848129,0.603406878411838,0.447615723903497,0.20903798726982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0983778624562859,5.29463333333333,"yes",289,"Protein kinase","domain","150-408;",150,408,NA,NA,"yes"
"211","Q9UHD2","Q9UHD2","TBK1_HUMAN","TBK1","Serine/threonine-protein kinase TBK1",11,70,1160000,1100000,1070000,1060000,1070000,1140000,1e+06,1060000,1150000,1040000,1100000,1070000,310759,275630,286819,278318,1010000,973802,969638,930251,237266,199131,210312,197198,219368,184274,185090,176295,474065,440336,448117,383400,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.0577,0.9936,0.21302541524752,0.974346489443242,1,0.922413793103448,0.991379310344828,0.870689655172414,0.408676724137931,0.267895689655172,0.204539655172414,0.189110344827586,7.0695,0.9946,0.188808605416815,1.00180796015545,1,1.03636363636364,0.945454545454545,0.885274545454545,0.400305454545455,0.250572727272727,0.181028181818182,0.167521818181818,7.0102,0.9918,0.205462410911405,0.98988526286435,1,0.934579439252336,1.02803738317757,0.906203738317757,0.418800934579439,0.268055140186916,0.196553271028037,0.172981308411215,7.1465,0.9961,0.198985866792629,1.00664401478914,1,1,1.00943396226415,0.877595283018868,0.361698113207547,0.262564150943396,0.186035849056604,0.166316037735849,0.00799011008967848,7.070975,"yes",80,"Protein kinase","domain","9-310;",9,310,NA,NA,"yes"
"212","P45983","P45983","MK08_HUMAN","MAPK8","Mitogen-activated protein kinase 8",17,274,370253,301703,357274,306880,405410,294270,425803,328496,341658,390858,261758,324888,124024.2,162548,192245.4,108022,370958,294740,333268,344589,27466.6,68166.6,20776.8,69521.1,37585.4,34665.2,8322.08,0,328935,325629,328658,293819,1,1,1,0,3,1,1,1,0,"3",0,0,0,0,"0","stabilized",6.0337,0.9879,0.0789265450290027,1.00628653696908,1,1.09495399091972,0.922769025504182,1.00190410341037,0.888406035872768,0.334971492465962,0.074183328696864,0.101512749390282,5.7759,0.9384,0.164562415867877,1.0685445316204,1,0.975363188301078,1.29550584515235,0.97692101172345,1.07930315575251,0.538768258850591,0.225939417241459,0.114898426598343,5.6286,0.9188,0.00813458176599892,0.964090443861243,1,1.19181076708633,0.732653369682652,0.932807872949053,0.919904611026831,0.53808953352329,0.0581536859665131,0.0232932707109949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0352753827443918,5.81273333333333,"yes",290,"Protein kinase","domain","26-321;",26,321,NA,NA,"yes"
"213","P51812","P51812","KS6A3_HUMAN","RPS6KA3","Ribosomal protein S6 kinase alpha-3",13,311,2870000,3030000,3040000,3040000,2510000,2990000,3130000,3010000,2560000,2900000,3070000,2970000,1870000,2e+06,2020000,2030000,2070000,2880000,2810000,2890000,1920000,1690000,1970000,1870000,1810000,1510000,1850000,1700000,2530000,2490000,2540000,2470000,1,1,1,1,4,0,1,1,1,"3",0,0,0,0,"0","stabilized",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1191,0.9969,0.474166846423368,0.993060389687988,1,0.986798679867987,0.957095709570957,0.95049504950495,0.821782178217822,0.66006600660066,0.557755775577558,0.498349834983498,6.6782,0.9893,0.610097981594516,1.01650099821979,1,1.02960526315789,1.00986842105263,0.924342105263158,0.835526315789474,0.664473684210526,0.648026315789474,0.608552631578947,6.4576,0.9959,0.564271657115557,0.997761397250441,1,0.990131578947368,0.976973684210526,0.950657894736842,0.8125,0.667763157894737,0.615131578947368,0.559210526315789,0.0438767620619172,6.4183,"yes",323,"Protein kinase","domain","68-327;422-679;",68,327,422,679,"yes"
"214","P23443","P23443","KS6B1_HUMAN","RPS6KB1","Ribosomal protein S6 kinase beta-1",18,336,500853,560530,590659,573354,446051,514205,469722,534206,398948,513914,582646,433332,265201,236995,275845,291619,483070,499054,481658,474840,210809,155180,168368,158401,115475,89984.4,130904,140148,430036,410015,450840,472160,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.7409,0.9318,0.258336468951085,0.920965891416529,1,0.890582665971852,0.796537107694274,0.964494572259725,0.858607216089352,0.529498675260006,0.420899944694351,0.230556670320433,6.0488,0.9925,0.13137047219792,0.958377526003645,1,0.917355003300448,0.916835851783134,0.8903252279093,0.731477351792054,0.422805202219328,0.276845128717464,0.160534494139475,5.9644,0.9516,0.182030549100557,0.921596947519685,1,0.795250728423676,0.986433796826934,0.815458665659882,0.763283044870221,0.467012269346611,0.285051103936451,0.221623644099218,5.8245,0.9421,0.231657822996485,0.884965894471538,1,0.931721065868556,0.755784384516372,0.828179449345431,0.82350519923119,0.508619456740513,0.276270855352888,0.244435375003924,0.023422400954446,5.89465,"yes",353,"Protein kinase","domain","91-352;",91,352,NA,NA,"yes"
"215","P05771","P05771;P17252","KPCB_HUMAN","PRKCB","Protein kinase C beta type",9,584,4050000,4030000,3890000,3970000,3870000,3860000,3430000,4060000,3960000,3860000,4210000,3970000,321082,288351,296836,327676,3790000,3780000,3900000,3870000,184909,173079,155278,191259,182235,180398,165082,183405,889491,948592,917917,931061,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.036,0.9989,0.0557350039436493,0.978270062795131,1,0.955555555555556,0.977777777777778,0.935802469135802,0.219627407407407,0.0792795061728395,0.0456565432098765,0.0449962962962963,7.0014,0.9989,0.0521441467028963,0.972469317727379,1,0.957816377171216,0.957816377171216,0.937965260545906,0.235382630272953,0.0715511166253102,0.0429476426799007,0.0447637717121588,6.8285,0.987,0.0528844499610163,0.991656656684042,1,0.881748071979435,1.08226221079692,1.0025706940874,0.235968380462725,0.0763074550128535,0.0399172236503856,0.0424375321336761,7.0095,0.9993,0.0581764756352934,1.00808799388734,1,1.02267002518892,1,0.974811083123426,0.234524181360202,0.0825380352644836,0.0481760705289673,0.0461977329974811,0.0135928050583907,6.96885,"yes",592,"Protein kinase","domain","342-600;",342,600,NA,NA,"yes"
"216","P17252","P17252","KPCA_HUMAN","PRKCA","Protein kinase C alpha type",12,581,657836,638120,641122,655166,614473,625010,628097,632693,678018,634557,669284,654569,47944.4,36425.6,54176.8,44562.3,612610,590699,602200,527257,12535.8,25840.7,27861.2,24461.3,21765.4,14083.8,11714.8,23542.3,165028,138813,138062,139161,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.012,0.9961,0.0395151805843432,0.988826739470712,1,0.934082354872643,1.03067937905496,0.931250342030536,0.250864957223381,0.0728819949045051,0.0190561173301552,0.0330863619503949,7.0599,0.9996,0.0383583145080278,0.991933908986172,1,0.97945527486993,0.99441641070645,0.925686391274368,0.217534319563718,0.0570826803735974,0.040495047953363,0.0220707703880148,7.0755,0.9974,0.0472052665508752,1.00835800274588,1,0.979684053893019,1.04392611702609,0.939290805806071,0.215344349437393,0.0845031054931823,0.0434569395528464,0.0182723413016555,7.217,0.9991,0.0429722519434614,0.991962513680688,1,0.965698769472164,0.999088780553325,0.804768562471191,0.212405710919065,0.0680168079540147,0.0373360339211742,0.0359333359789733,0.0124345819609329,7.0911,"yes",592,"Protein kinase","domain","339-597;",339,597,NA,NA,"yes"
"217","Q9Y6R4","Q9Y6R4","M3K4_HUMAN","MAP3K4","Mitogen-activated protein kinase kinase kinase 4",9,1479,659088,600439,603264,569359,535312,661834,602411,635395,614707,638718,570849,595632,592826,573426,575769,584248,686262,599955,593387,633771,357675,344122,380662,385382,252204,263787,239323,280210,623620,685024,580873,653657,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.9376,0.9218,0.355818790759318,0.946666602072869,1,0.812201102129003,0.932663013133299,1.04122969922074,0.946186245235841,0.899464107979511,0.542681705629597,0.382656033792149,5.1005,0.9642,0.418249834577538,1.06041449571628,1,1.10225018694655,1.06375168834803,0.999193923112922,1.1408719287055,0.955011250102009,0.573117335815961,0.4393235615941,4.7649,0.9938,0.353111488402755,0.978671473588097,1,0.9985860253554,0.946267305856143,0.983627400275833,0.962883579991513,0.954422939210694,0.631004004880119,0.396713544981965,4.9051,0.9624,0.456817610232213,1.08394291321244,1,1.11598306165354,1.04614487520176,1.11313073122582,1.14805772807666,1.02615046043006,0.676869953755012,0.492149944059899,0.0279692041057574,4.927025,"yes",1487,"Protein kinase","domain","1343-1601;",1343,1601,NA,NA,"yes"
"218","P00519","P00519","ABL1_HUMAN","ABL1","Tyrosine-protein kinase ABL1",16,248,410247,354599,418462,419551,391688,428741,443006,402600,374534,418772,403169,432294,81513.3,112207,102471,94181.4,421411,400589,425984,406929,18270.1,41304,18000.9,39828.2,20229.7,23837.4,17244.2,32886.6,345170,364536,371416,404990,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.1699,0.9941,0.0447064634495915,0.973895859443478,1,0.954761399839609,0.912947565734789,1.0272128741953,0.841371173951302,0.198693226275878,0.0445343902575765,0.0493110248216318,6.0616,0.9847,0.0854902565005349,1.13121691836185,1,1.20908688405777,1.18097343760135,1.12969579722447,1.02802320367514,0.316433492480238,0.116480869940412,0.0672235398294976,6.1015,0.9968,0.036768371505815,1.01116225781447,1,1.0586528764858,0.963454268248969,1.01797534782131,0.887574021058065,0.244875281387557,0.0430168091726369,0.0412085207258963,6.0242,0.9977,0.0861668036564341,0.990119435750889,1,0.95959728376288,1.03037294631642,0.96991545723881,0.965293849853772,0.22448140988819,0.094930532879197,0.0783852261107708,0.010233973401462,6.0893,"yes",263,"Protein kinase","domain","242-493;",242,493,NA,NA,"yes"
"219","Q15418","Q15418","KS6A1_HUMAN","RPS6KA1","Ribosomal protein S6 kinase alpha-1",13,305,2353851,2363990,2395739,2301792,2371826,2415200,2460710,2479836,2357724,2318476,2478576,2544043,1012634,997267,1032285,962245.1,2355243,2215945,2435193,2365532,999436.2,921482.1,992063.6,983076.5,963579.9,917234.6,1005356,931295.8,1473422,1315467,1412093,1311888,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.8152,0.9996,0.420783706217774,1.00386572567191,1,1.00763642218645,1.0016453887693,1.00059137133149,0.625962306025318,0.430203101215837,0.424596204262717,0.409363166997401,7.0277,0.9983,0.395364630552381,1.00337395937548,1,1.02166252818328,0.980746957474439,0.937374946594529,0.556460475721132,0.421857537468433,0.389799491537612,0.388002741128347,6.8677,0.9988,0.421215060569271,1.02097667651901,1,1.02711939823161,1.03457680490237,1.01646840494728,0.589418546845044,0.430883748187929,0.414095024541488,0.419643375175676,6.9788,0.9915,0.415530058660907,1.06052472128673,1,1.07735016891187,1.10524452252853,1.02769146821259,0.569942027776619,0.418041725751067,0.427091804993674,0.404595984346109,0.014142532141609,6.92235,"yes",317,"Protein kinase","domain","62-321;418-675;",62,321,418,675,"yes"
"220","Q6PHR2","Q6PHR2","ULK3_HUMAN","ULK3","Serine/threonine-protein kinase ULK3",11,20,172222,190753,143770,163696,164797,148119,169451,171150,164052,148372,141150,171229,37922.1,38065,33127.7,48109,169965,132552,149992,135472,24510.1,53371.2,35054.5,30304.4,53373.2,48100.4,38483.4,29877.1,39601.3,53411.5,48624.6,39497.3,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.0443,0.9862,0.224090535755156,0.974105847360807,1,0.956887041144569,0.952561229111263,0.98689482179977,0.229943328959134,0.220193122829836,0.14231689331212,0.309909303108778,7.4165,0.9477,0.24075298911418,0.856123961025426,1,0.776496306742227,0.777822629264022,0.694888153790504,0.280003459971796,0.199551252142823,0.27979219199698,0.252160647538964,7.0202,0.9805,0.247266971874379,1.05346890012935,1,1.17862558252765,0.981776448494123,1.04327745704945,0.33821103150866,0.230421506572999,0.243823468039229,0.267673367183696,7.4698,0.9919,0.220670603895329,1.03116843750158,1,1.04553562701593,1.04601822891213,0.827582836477373,0.241284454110058,0.293892337014955,0.185126087381488,0.182515760922686,0.03294308173698,7.2377,"yes",30,"Protein kinase","domain","14-270;",14,270,NA,NA,"yes"
"221","O15111","O15111","IKKA_HUMAN","CHUK","Inhibitor of nuclear factor kappa-B kinase subunit alpha",15,21,529686,531763,597929,616004,560164,579752,577909,612017,526107,603604,571292,612516,473266,543882,539087,582360,536443,550964,582698,623834,391750,378884,415403,433165,318777,331837,352016,359867,516887,578243,620464,612118,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.5712,0.9858,0.399427952659024,1.01988511859212,1,1.05753974996507,0.993243166706313,1.01275661429602,0.975836627737943,0.893484064143662,0.739589115060621,0.601822589232111,5.0895,0.9556,0.616639583245276,1.07039521126134,1,1.09024509038801,1.13509965905864,1.03610819105504,1.08740736004573,1.0227902279775,0.71250538303718,0.62403175850896,5.0441,0.9705,0.561834982171954,0.986120142748624,1,0.966517763814767,0.955451232504194,0.974527075957179,1.03768842120051,0.90159032259683,0.69473633157114,0.588725417231812,4.9511,0.9987,0.550716534573225,0.999826712198272,1,0.993527639430913,0.99433769910585,1.01271095642236,0.993691599405199,0.945383471535899,0.703185368926176,0.584195881844923,0.0479581958412494,4.913975,"yes",35,"Protein kinase","domain","15-302;",15,302,NA,NA,"yes"
"222","Q9P2K8","Q9P2K8","E2AK4_HUMAN","EIF2AK4","eIF-2-alpha kinase GCN2",8,643,65939,78787.4,83287.4,75010.5,70819.1,66618.2,82738.9,86065.3,79922.6,75537.9,74684.5,80163.4,45998.7,56951.2,54812.6,58326.7,81863.8,68169.7,71768.2,78776.3,31366.4,37876.4,0,39068.1,31324.2,40280.6,29634.6,30691.3,71475.5,67435.1,76468.3,62859.3,1,1,0,1,3,1,1,0,1,"3",0,0,0,0,"0","stabilized",5.8858,0.9425,0.470018886782473,1.13003091876884,1,1.07400931163651,1.21206873019002,1.24150806048014,1.08396396669649,0.697594746659792,0.475688136004489,0.475048150563399,5.6687,0.9275,0.473435063878846,0.916136245578729,1,0.845543830612509,0.958756095517811,0.865236065665322,0.85591223977438,0.722846546529014,0.480741844508132,0.511256876099478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.361,0.9578,0.246928420693631,1.08172804624215,1,1.14737670059525,1.0686957159331,1.05020363815732,0.838006679064931,0.777580472067244,0.520835083088368,0.409160050926204,0.0467677910099027,5.6385,"yes",650,"Protein kinase","domain","296-539;590-1001;",296,539,590,1001,"yes"
"223","Q5VT25","Q5VT25","MRCKA_HUMAN","CDC42BPA","Serine/threonine-protein kinase MRCK alpha",10,72,160518,178094,144606,157995,187342,153451,150892,168399,162469,183583,158019,151971,105456,118557,123007,110821,149339,149851,131620,131724,71258.1,73463.3,61110.6,85426.6,56488.2,54906.6,44544.9,52936.6,168031,150488,136229,130742,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.775,0.9463,0.394527615036835,1.03304098043104,1,1.16710898466216,1.01215440012958,0.930356720118616,1.04680471971991,0.65697304975143,0.443925914850671,0.351911935110081,5.2066,0.9518,0.130692245076571,0.956244598972527,1,0.861629251968062,1.03082080249756,0.841415207699305,0.844991970532415,0.665699012880838,0.412497332869159,0.308301234179703,5.1998,0.9663,0.263622977227631,1.00428484091807,1,1.04346984219189,1.09275548732418,0.910197363871485,0.942070176894458,0.850635519964593,0.422600721961744,0.308043234720551,4.5042,0.9651,-0.0954506101154108,1.02379677519765,1,1.06585018513244,0.961872211145922,0.83372258615779,0.827507199594924,0.701420931042122,0.540691794044115,0.335052375075161,0.100573765023753,5.1714,"yes",81,"Protein kinase","domain","77-343;",77,343,NA,NA,"yes"
