Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/21/d5c0409d24545d8e1975cfdc0bf9d6/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep4_R1.mzML,/nextflow_runs/work/93/926a0a4e2d95ad220653b60c33e0b0/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep2_R1.mzML,/nextflow_runs/work/69/f85b93db9e34d2529e73b620d4524e/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep4_R1.mzML,/nextflow_runs/work/74/e0cf66cc722ed1285cb1cbcfc26fcc/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep3_R1.mzML,/nextflow_runs/work/9f/7ceb0175e1c81fada40264a9bd4876/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep1_R1.mzML,/nextflow_runs/work/ab/bd0c6ba4de0964352a132f168071a6/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep1_R1.mzML,/nextflow_runs/work/d4/a2fed89bac78aaf88800451e7e35f5/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep3_R1.mzML,/nextflow_runs/work/c2/591c476288ded598123ae1dccdf598/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep2_R1.mzML
Q07076,Q07076,ANXA7_MOUSE,Anxa7,Annexin A7,768508,744496,779197,743987,757164,750662,762324,742985
Q07079,Q07079,IBP5_MOUSE,Igfbp5,Insulin-like growth factor-binding protein 5,20239.9,16266.8,21378.2,13498.8,20699.5,25918.2,21512.9,21029
Q07113,Q07113,MPRI_MOUSE,Igf2r,Cation-independent mannose-6-phosphate receptor,130044,126551,132476,124478,124187,125357,131733,130981
Q07231,Q07231;Q571J5;Q8C827,ZSC21_MOUSE,Zscan21,Zinc finger and SCAN domain-containing protein 21,12114.5,10493.6,10380.3,9011.77,9283.2,9727.92,11740.7,9285.7
Q07235,Q07235,GDN_MOUSE,Serpine2,Glia-derived nexin,7813.85,10091.5,8549.96,9127.39,6989.89,11611.1,7357.95,13674.6
Q07243,Q07243,MTF1_MOUSE,Mtf1,Metal regulatory transcription factor 1,4401.2,2744.64,,,,2503.99,3785.22,5069.62
Q07417,Q07417,ACADS_MOUSE,Acads,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",4.16E+06,3.92E+06,4.70E+06,4.73E+06,4.11E+06,3.73E+06,3.96E+06,4.22E+06
Q07456,Q07456,AMBP_MOUSE,Ambp,Protein AMBP,408246,471916,426125,439849,430166,450222,455044,456888
Q07646,Q07646,MEST_MOUSE,Mest,Mesoderm-specific transcript protein,,4626.98,,5430.52,4580.06,6793.88,10270.6,7677.17
Q07797,Q07797,LG3BP_MOUSE,Lgals3bp,Galectin-3-binding protein,208903,200963,231205,266205,210385,205249,225917,223960
Q07813,Q07813,BAX_MOUSE,Bax,Apoptosis regulator BAX,93458.2,119768,129693,132040,109967,99584.4,123813,137887
Q07968,Q07968,F13B_MOUSE,F13b,Coagulation factor XIII B chain,100470,99844.3,104749,105825,110389,109276,108056,103956
Q08024,Q08024,PEBB_MOUSE,Cbfb,Core-binding factor subunit beta,10744.2,11271.3,13850.1,10916.7,15698.3,11853.6,12730.7,15141.1
Q08091,Q08091,CNN1_MOUSE,Cnn1,Calponin-1,40815.9,29596,32430.6,30949.8,33797,30476.6,32443.5,33669.6
Q08093,Q08093,CNN2_MOUSE,Cnn2,Calponin-2,49421.8,41975,48261.1,41485.5,53820.6,56655.4,46388,43524.5
Q08093;Q9DAW9,Q08093;Q9DAW9,CNN2_MOUSE;CNN3_MOUSE,Cnn2;Cnn3,Calponin-2,333475,246321,306202,320871,271740,266359,279198,269863
Q08122,Q08122,TLE3_MOUSE,Tle3,Transducin-like enhancer protein 3,13814.1,27598.7,18274.1,24092.6,19225.8,23452.4,22408.7,14937
Q08122;Q62440;Q62441,Q08122;Q62440;Q62441;Q9WVB2,TLE1_MOUSE;TLE3_MOUSE;TLE4_MOUSE,Tle1;Tle3;Tle4,Transducin-like enhancer protein 3,85597.2,78916.7,77710.2,103233,101657,77250.4,85002.3,81888.3
Q08274,Q08274,DMWD_MOUSE,Dmwd,Dystrophia myotonica WD repeat-containing protein,5141.67,4423.59,8918.65,6785.7,2708.98,10763.9,7581.28,5744.72
Q08288,Q08288,LYAR_MOUSE,Lyar,Cell growth-regulating nucleolar protein,99360.5,107891,106589,103969,111974,101776,106028,104841
Q08481,Q08481,PECA1_MOUSE,Pecam1,Platelet endothelial cell adhesion molecule,120538,136859,107808,99114.9,113342,139639,128187,122654
Q08501,Q08501,PRLR_MOUSE,Prlr,Prolactin receptor,50231.5,62445.7,55220.7,55316.4,45984.5,58883.9,66023.8,59661.3
Q08509,Q08509,EPS8_MOUSE,Eps8,Epidermal growth factor receptor kinase substrate 8,6258.73,7167.99,6470.83,6233.29,11589.4,9996.64,7644.88,8677.88
Q08761,Q08761,PROS_MOUSE,Pros1,Vitamin K-dependent protein S,28918.7,24806.9,29235.4,47106.4,34211.6,31671.1,32278.2,37465.9
Q08857,Q08857,CD36_MOUSE,Cd36,Platelet glycoprotein 4,677942,719823,677639,706840,663213,851352,810582,882512
Q08874,Q08874,MITF_MOUSE,Mitf,Microphthalmia-associated transcription factor,,,,,,18164.3,,18252.5
Q08874;Q64092,Q08874;Q64092;Q9WTW4,MITF_MOUSE;TFE3_MOUSE,Mitf;Tfe3,Microphthalmia-associated transcription factor,7131.11,6324.69,5237.39,6055.09,5162.42,8095.2,9090.98,6948.98
Q08879,Q08879,FBLN1_MOUSE,Fbln1,Fibulin-1,72087.8,73995.8,70424,72841.4,83887.7,75475.4,81712.2,88300.7
Q08943,Q08943,SSRP1_MOUSE,Ssrp1,FACT complex subunit SSRP1,507044,480866,537965,464732,451607,402857,532731,506484
Q09014,Q09014,NCF1_MOUSE,Ncf1,Neutrophil cytosol factor 1,20104,18490.7,16372.8,21022.2,16663.1,20380.3,18081.5,15414.5
Q09200,Q09200,B4GN1_MOUSE,B4galnt1,"Beta-1,4 N-acetylgalactosaminyltransferase 1",109524,111303,110380,112194,111277,93211.5,119623,121884
Q09XV5,Q09XV5,CHD8_MOUSE,Chd8,Chromodomain-helicase-DNA-binding protein 8,12099.3,12582.9,9888.29,10205.3,14010.5,10345.3,14707.7,13264
Q0GNC1,Q0GNC1,INF2_MOUSE,Inf2,Inverted formin-2,62928.8,62369.8,69816.4,63298.6,62973.2,53919.3,64005.2,63740.4
Q0GUM3,Q0GUM3,IRB10_MOUSE,Gm12250,Interferon-gamma-inducible GTPase 10,86608.6,98625.6,91883.1,92305.8,89090.6,80113.1,96831.8,90761.7
Q0KK59,Q0KK59,UNC79_MOUSE,Unc79,Protein unc-79 homolog,39720.9,,53091.2,67142.9,71919.1,65418.7,58119.7,62365.4
Q0KL01,Q0KL01,UBX2B_MOUSE,Ubxn2b,UBX domain-containing protein 2B,12613.2,18972.3,9455.5,11621.7,13813.5,13521.8,9465.78,12827.5
Q0P5W1,Q0P5W1,VPS8_MOUSE,Vps8,Vacuolar protein sorting-associated protein 8 homolog,30865.2,30798.5,29582.8,25994.5,42812.7,25999.3,30790.3,30810.9
Q0P5X5,Q0P5X5,ZBBX_MOUSE,Zbbx,Zinc finger B-box domain-containing protein 1,,,,,,,44969.4,
Q0P678,Q0P678,ZCH18_MOUSE,Zc3h18,Zinc finger CCCH domain-containing protein 18,53960.4,55190.8,64102.6,52733.7,42829,54250,58005.5,56294.4
Q0VBL3,Q0VBL3,RBM15_MOUSE,Rbm15,RNA-binding protein 15,40363.8,36755.5,41276.1,37847.5,36819.6,36243.1,40146.4,33399.1
Q0VBL3;Q6PHZ5,Q0VBL3;Q6PHZ5,RB15B_MOUSE;RBM15_MOUSE,Rbm15;Rbm15b,RNA-binding protein 15,13979.4,13142.7,10388,14742,11929.9,12554.5,15126,14777.1
Q0VEE6,Q0VEE6,ZN800_MOUSE,Znf800,Zinc finger protein 800,10850.2,10849,16690.8,13133.5,17770.6,13824.5,11759.5,12442
Q0VG49,Q0VG49,CO061_MOUSE,,Uncharacterized protein C15orf61 homolog,20373.2,19428.4,21532.8,22745.8,21078.3,19655.6,20326.2,23132
Q0VGB7,Q0VGB7,PP4R2_MOUSE,Ppp4r2,Serine/threonine-protein phosphatase 4 regulatory subunit 2,110621,111719,105837,109693,114367,112852,118098,123009
Q0VGY8,Q0VGY8,TANC1_MOUSE,Tanc1,Protein TANC1,37483.9,34897.1,37681.8,36721,42629.8,33359.5,35593,38547.1
Q11011,Q11011,PSA_MOUSE,Npepps,Puromycin-sensitive aminopeptidase,273043,261207,287658,275440,250976,264556,256635,263484
Q11136,Q11136,PEPD_MOUSE,Pepd,Xaa-Pro dipeptidase,523678,540657,459587,583927,538004,397705,647406,496571
Q148V7,Q148V7,RELCH_MOUSE,Relch,RAB11-binding protein RELCH,106382,85205.9,86861.5,96313.3,100123,90234,95350.3,82664.7
Q148V8,Q148V8,FA83H_MOUSE,Fam83h,Protein FAM83H,27104.6,23644.4,24324.1,25643.2,27243.8,23459.8,28835.3,24554.3
Q148W0,Q148W0,AT8B1_MOUSE,Atp8b1,Phospholipid-transporting ATPase IC,53348.3,55241.5,48310.8,40537.6,43790.9,69451.9,69424.9,54260.7
Q149F1,Q149F1,RUSD2_MOUSE,Rpusd2,Pseudouridylate synthase RPUSD2,19782.6,28086.5,24694.3,23718.3,17908.7,20438.4,22688.2,21622.9
Q149F3,Q149F3,ERF3B_MOUSE,Gspt2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,37283.9,37303.2,34238.5,48324,22902.6,18611.3,28832.5,38922.2
Q149F3;Q8R050,Q149F3;Q8R050,ERF3A_MOUSE;ERF3B_MOUSE,Gspt1;Gspt2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,646551,625264,674888,679318,650835,628053,663322,659635
Q149G0,Q149G0,CB068_MOUSE,,UPF0561 protein C2orf68 homolog,18269.3,19462.1,16356,8161.62,21058.3,19484.6,16969.4,17917.1
Q149L6,Q149L6,DJB14_MOUSE,Dnajb14,DnaJ homolog subfamily B member 14,43523.7,61006.1,60013.7,48791.5,60207.6,61049.3,53383.9,44148.2
Q14AI6,Q14AI6,RUSD3_MOUSE,Rpusd3,Mitochondrial mRNA pseudouridine synthase Rpusd3,73898.4,77589.4,80758.3,86347,72210.8,74561,80074.7,74396.6
Q14AX6,Q14AX6,CDK12_MOUSE,Cdk12,Cyclin-dependent kinase 12,15185.1,24254.5,24995.6,22339.7,16509.2,22954.1,25695,25362.5
Q14AX6;Q69ZA1,Q14AX6;Q69ZA1,CDK12_MOUSE;CDK13_MOUSE,Cdk12;Cdk13,Cyclin-dependent kinase 12,,10316.3,13282.5,11912.7,14063.1,13397.1,8355.75,12819.6
Q14C51,Q14C51,PTCD3_MOUSE,Ptcd3,Small ribosomal subunit protein mS39,307244,332640,320591,333542,328734,314614,339050,350567
Q14CH1,Q14CH1,MOCOS_MOUSE,Mocos,Molybdenum cofactor sulfurase,392292,405314,435461,453875,434826,466824,415473,470629
Q14CH7,Q14CH7,SYAM_MOUSE,Aars2,"Alanine--tRNA ligase, mitochondrial",85593.6,83691.9,80781.4,89180.9,82324.2,78248.3,87917.4,87073.6
Q14DH7,Q14DH7,ACSS3_MOUSE,Acss3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",1.46E+06,1.31E+06,1.55E+06,1.51E+06,1.50E+06,1.57E+06,1.45E+06,1.61E+06
Q14DK5,Q14DK5,HIPL1_MOUSE,Hhipl1,HHIP-like protein 1,32318.8,33291.4,35886.6,37726.6,28501.6,40067.3,26199.3,33374.9
Q14DL3,Q14DL3,LRIQ3_MOUSE,Lrriq3,Leucine-rich repeat and IQ domain-containing protein 3,1.15E+06,894631,1.01E+06,1.19E+06,1.19E+06,1.04E+06,1.01E+06,1.21E+06
Q18PI6,Q18PI6,SLAF5_MOUSE,Cd84,SLAM family member 5,48842.3,40396,39151,39422,42776.4,36172.3,44691.9,43881.2
Q19LI2,Q19LI2,A1BG_MOUSE,A1bg,Alpha-1B-glycoprotein,591028,569281,628121,563620,642150,674406,567800,648477
Q1ERP8,Q1ERP8,CLM9_MOUSE,Cd300lg,CMRF35-like molecule 9,51019.8,44481.3,70338,58581,66939.9,81214.2,70762.6,66307.8
Q1HFZ0,Q1HFZ0,NSUN2_MOUSE,Nsun2,RNA cytosine C(5)-methyltransferase NSUN2,305269,293699,318851,324758,319078,336263,320178,318653
Q283N4,Q283N4,URAD_MOUSE,Urad,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,424992,413468,448896,437052,464367,498402,472472,459257
Q2EMV9,Q2EMV9,PAR14_MOUSE,Parp14,Protein mono-ADP-ribosyltransferase PARP14,47100,48704.3,51552.1,44140.8,52556.2,47224.7,51032,53302
Q2HXL6,Q2HXL6,EDEM3_MOUSE,Edem3,ER degradation-enhancing alpha-mannosidase-like protein 3,57741.9,58065.5,48110.3,51655.8,55156,49756.2,55424.4,48092.4
Q2KN98,Q2KN98,CYTSA_MOUSE,Specc1l,Cytospin-A,13025,11395.8,14183.9,12008.4,10045.2,10879,11584.3,12293.4
Q2M3X8;Q501J7,Q2M3X8;Q501J7,PHAR1_MOUSE;PHAR4_MOUSE,Phactr1;Phactr4,Phosphatase and actin regulator 1,33775.4,43193.4,34614.7,39943.5,24940.1,38944.5,38656.9,45096.1
Q2NL51,Q2NL51,GSK3A_MOUSE,Gsk3a,Glycogen synthase kinase-3 alpha,113602,95479.7,69827.5,104668,110268,45797.2,72222.1,66250.6
Q2NL51;Q9WV60,Q2NL51;Q9WV60,GSK3A_MOUSE;GSK3B_MOUSE,Gsk3a;Gsk3b,Glycogen synthase kinase-3 alpha,80735,88779.2,67478.3,79054.6,96188.4,79996.8,88852.3,86869.1
Q2PFD7,Q2PFD7,PSD3_MOUSE,Psd3,PH and SEC7 domain-containing protein 3,30944.8,33189.5,31601.8,34243.2,26244.7,27795.1,29253.2,33255.9
Q2TBA3,Q2TBA3,MALT1_MOUSE,Malt1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog,10549.7,,13584.5,,,18361.4,,21448.8
Q2TBE6,Q2TBE6,P4K2A_MOUSE,Pi4k2a,Phosphatidylinositol 4-kinase type 2-alpha,84933.8,90009.6,69730.7,75223.5,83278.2,72508.7,81527.4,83392.8
Q2TPA8,Q2TPA8,HSDL2_MOUSE,Hsdl2,Hydroxysteroid dehydrogenase-like protein 2,838604,848169,773733,775476,884002,710626,830966,808386
Q2VLH6,Q2VLH6,C163A_MOUSE,Cd163,Scavenger receptor cysteine-rich type 1 protein M130,99007.9,91010.1,95413.3,96048.6,96272.7,92785.7,106518,103759
Q2VPQ9,Q2VPQ9,EAF6_MOUSE,Meaf6,Chromatin modification-related protein MEAF6,31807.7,30508.2,28081,28351.2,,,40391.9,32912.8
Q2YDW2,Q2YDW2,MSTO1_MOUSE,Msto1,Protein misato homolog 1,16537.1,14233.2,11493.5,14996.6,19904.2,19468.9,18681.7,21701.4
Q31125,Q31125,S39A7_MOUSE,Slc39a7,Zinc transporter SLC39A7,251564,275254,256966,286077,261536,230546,322205,315383
Q32MD9,Q32MD9,CDON_MOUSE,Cdon,Cell adhesion molecule-related/down-regulated by oncogenes,17124.5,,20074.1,17407.9,11205,,,
Q32NY4,Q32NY4,CNNM3_MOUSE,Cnnm3,Metal transporter CNNM3,167649,157764,178142,144436,135412,158510,176328,167336
Q32NY4;Q69ZF7,Q69ZF7;Q32NY4,CNNM3_MOUSE;CNNM4_MOUSE,Cnnm3;Cnnm4,Metal transporter CNNM3,9698.86,11243.5,8444.69,,8968.95,15304.3,17713.1,11262
Q32Q92;Q8BWN8;Q9QYR7,Q6Q2Z6;Q8BWN8;Q9QYR7;Q32Q92,ACOT3_MOUSE;ACOT4_MOUSE;ACOT6_MOUSE,Acot3;Acot4;Acot6,Acyl-coenzyme A thioesterase 6,199496,151550,316885,342554,210661,342522,251532,284784
Q33DR3,Q33DR3,DLP1_MOUSE,Pdss2,All trans-polyprenyl-diphosphate synthase PDSS2,15148.4,9883.04,14135.1,9475.53,12522.1,13283.7,15367,11002.1
Q3B7Z2,Q3B7Z2,OSBP1_MOUSE,Osbp,Oxysterol-binding protein 1,290460,269488,271663,295825,299523,274121,289160,283642
Q3KNM2,Q3KNM2,MARH5_MOUSE,Marchf5,E3 ubiquitin-protein ligase MARCHF5,110430,119852,102099,107481,112582,121162,124157,120766
Q3SXB8,Q3SXB8,COL11_MOUSE,Colec11,Collectin-11,31594.2,22769.9,25113.6,23636.1,28080.5,23639.1,30276.3,28981.8
Q3T9E4;Q62293,Q3T9E4;Q62293,TGTP1_MOUSE;TGTP2_MOUSE,Tgtp1;Tgtp2,T-cell-specific guanine nucleotide triphosphate-binding protein 2,211857,190526,191399,171468,184459,170384,187189,195114
Q3T9M1,Q3T9M1,MFS2B_MOUSE,Mfsd2b,Sphingosine-1-phosphate transporter MFSD2B,,,32876.8,53850.7,26623.2,,47873.6,30944.1
Q3T9X0,Q3T9X0,GTR9_MOUSE,Slc2a9,"Solute carrier family 2, facilitated glucose transporter member 9",189107,204369,215457,211369,161611,239169,262672,213313
Q3TA59,Q3TA59,JMJD8_MOUSE,Jmjd8,JmjC domain-containing protein 8,19002.5,13924,18560.9,17391.8,11269,18366,18714.5,17962.1
Q3TAA7,Q3TAA7,S11IP_MOUSE,Stk11ip,Serine/threonine-protein kinase 11-interacting protein,11559,9165.99,7333.15,7155.53,10584.4,10045.4,9918.24,6885.33
Q3TAP4,Q3TAP4,AP5B1_MOUSE,Ap5b1,AP-5 complex subunit beta-1,11967.2,18042.6,16951.5,10443.9,10901.3,16759.7,14347.4,13224.5
Q3TAS6,Q3TAS6,EMC10_MOUSE,Emc10,ER membrane protein complex subunit 10,318195,264390,333812,359506,313147,301779,325655,346038
Q3TB48,Q3TB48,TM104_MOUSE,Tmem104,Transmembrane protein 104,27754.9,31441.7,35804.2,18204.9,21125.4,28093.5,29230.6,34264.5
Q3TB82,Q3TB82,PKHF1_MOUSE,Plekhf1,Pleckstrin homology domain-containing family F member 1,80122.1,82167.2,75111.9,77831.5,85625,85762,90182.7,88164.2
Q3TBD2,Q3TBD2,HMHA1_MOUSE,Arhgap45,Rho GTPase-activating protein 45,35637.8,44818,42936.3,46773.6,48633.4,40165.7,43346,46407.3
Q3TBL6,Q3TBL6,TP8L3_MOUSE,Tnfaip8l3,Tumor necrosis factor alpha-induced protein 8-like protein 3,54662,46390.2,47186.4,47573.5,43332.1,25821.5,46327.1,34100.9
Q3TBT3,Q3TBT3,STING_MOUSE,Sting1,Stimulator of interferon genes protein,13269.8,14484.6,8528.85,,,11005.1,13035,12294.3
Q3TBW2,Q3TBW2,RM10_MOUSE,Mrpl10,Large ribosomal subunit protein uL10m,161846,166638,153967,156064,175068,154925,161843,170559
Q3TC33,Q3TC33,CC127_MOUSE,Ccdc127,Coiled-coil domain-containing protein 127,85815.9,84225.6,97740.1,83898.8,83808.8,93854.6,93028.2,99361.8
Q3TC46,Q3TC46,PATL1_MOUSE,Patl1,Protein PAT1 homolog 1,24567.6,32326,27157,35317.3,33658.9,35354.7,27336.8,35573
Q3TC72,Q3TC72,FAHD2_MOUSE,Fahd2,Fumarylacetoacetate hydrolase domain-containing protein 2A,344179,296895,373903,363493,373154,361107,333794,367259
Q3TC93,Q3TC93,H1BP3_MOUSE,Hs1bp3,HCLS1-binding protein 3,154444,151957,157439,156809,162569,163455,164157,160024
Q3TCH7,Q3TCH7,CUL4A_MOUSE,Cul4a,Cullin-4A,202466,208849,200600,191767,246878,209830,220227,242763
Q3TCJ1,Q3TCJ1,ABRX2_MOUSE,Abraxas2,BRISC complex subunit Abraxas 2,318832,294600,316352,316520,326959,335543,308309,300275
Q3TCN2,Q3TCN2,PLBL2_MOUSE,Plbd2,Putative phospholipase B-like 2,58645.8,53461.9,52470.1,70694.6,59320.2,70130.1,75316.8,59639.3
Q3TCX3,Q3TCX3,KHDC4_MOUSE,Khdc4,KH homology domain-containing protein 4,151177,123593,118393,115184,138575,117238,120431,112564
Q3TDD9,Q3TDD9,PPR21_MOUSE,Ppp1r21,Protein phosphatase 1 regulatory subunit 21,120699,110813,116748,118249,107574,110071,108659,114672
Q3TDE8,Q3TDE8,ZN691_MOUSE,Znf691,Zinc finger protein 691,281310,116336,162119,148990,164586,80068.4,131781,202782
Q3TDK6,Q3TDK6,ROGDI_MOUSE,Rogdi,Protein rogdi homolog,32425.9,32262.3,37923.4,37230,39076.7,35565,40719.9,37902
Q3TDN2,Q3TDN2,FAF2_MOUSE,Faf2,FAS-associated factor 2,136819,151083,158244,169006,146489,153490,144436,152333
Q3TDQ1,Q3TDQ1,STT3B_MOUSE,Stt3b,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,307695,321202,321816,339871,289479,252456,332510,371168
Q3TDX8,Q3TDX8,NB5R4_MOUSE,Cyb5r4,Cytochrome b5 reductase 4,16175.9,20507.4,20667.9,19374.5,22795.1,23912.9,18593.4,21719.3
Q3TEA8,Q3TEA8,HP1B3_MOUSE,Hp1bp3,Heterochromatin protein 1-binding protein 3,95725.5,109856,109532,100068,102361,100003,111246,102048
Q3TEW6,Q3TEW6,MPZL1_MOUSE,Mpzl1,Myelin protein zero-like protein 1,,5963.33,,,,4446.64,6620.83,
Q3TFD2,Q3TFD2,PCAT1_MOUSE,Lpcat1,Lysophosphatidylcholine acyltransferase 1,14866.3,14525,15320.1,13508.7,27166.9,19813.8,18471.8,11598.7
Q3TFK5,Q3TFK5,GPTC4_MOUSE,Gpatch4,G patch domain-containing protein 4,10564.7,4079.95,,,4867,5281.34,4654.24,3633.6
Q3TFQ1,Q3TFQ1,SPRY7_MOUSE,Spryd7,SPRY domain-containing protein 7,94440.3,123884,100112,92940.6,97598,103049,115107,111653
Q3TGF2,Q3TGF2,F107B_MOUSE,Fam107b,Protein FAM107B,276012,282535,293541,276228,269596,259400,277060,265691
Q3TGW2,Q3TGW2,EEPD1_MOUSE,Eepd1,Endonuclease/exonuclease/phosphatase family domain-containing protein 1,55051,67933.5,62506.8,63878.1,54770.6,75799,68307.3,63888.9
Q3TH73,Q3TH73,TTYH2_MOUSE,Ttyh2,Protein tweety homolog 2,83216.5,99355.9,69597.5,72300.1,72178.4,85151.3,99682.5,85787.9
Q3THE2,Q3THE2,ML12B_MOUSE,Myl12b,Myosin regulatory light chain 12B,149128,103410,138940,179042,167752,183742,169803,143996
Q3THE2;Q9CQ19,Q3THE2;Q9CQ19,ML12B_MOUSE;MYL9_MOUSE,Myl12b;Myl9,Myosin regulatory light chain 12B,770292,879894,698904,715395,755116,766318,959630,856669
Q3THG9,Q3THG9,AASD1_MOUSE,Aarsd1,Alanyl-tRNA editing protein Aarsd1,157004,136505,179483,174279,175982,198017,181670,203208
Q3THJ3,Q3THJ3,EIF1A_MOUSE,Eif1ad,Probable RNA-binding protein EIF1AD,,,7457.77,,,4270.24,3578.81,7469.57
Q3THK3,Q3THK3,T2FA_MOUSE,Gtf2f1,General transcription factor IIF subunit 1,105678,123507,112339,128627,113619,113795,124960,117157
Q3THK7,Q3THK7,GUAA_MOUSE,Gmps,GMP synthase [glutamine-hydrolyzing],311091,335279,334175,349397,375098,334611,339399,369998
Q3THS6,Q3THS6,METK2_MOUSE,Mat2a,S-adenosylmethionine synthase isoform type-2,276421,274255,316121,348745,287699,387619,290755,334180
Q3THS6;Q91X83,Q3THS6;Q91X83,METK1_MOUSE;METK2_MOUSE,Mat1a;Mat2a,S-adenosylmethionine synthase isoform type-2,366141,134866,402946,437031,533193,744450,372370,385254
Q3TIR1,Q3TIR1,TPC13_MOUSE,Trappc13,Trafficking protein particle complex subunit 13,125313,106597,127411,117284,127323,122240,128125,118930
Q3TIR3,Q3TIR3,RIC8A_MOUSE,Ric8a,Synembryn-A,56103.3,50006.4,41633.9,42369.2,46113.5,49825.5,47688.3,49491
Q3TIU4,Q3TIU4,PDE12_MOUSE,Pde12,"2',5'-phosphodiesterase 12",531653,565104,682649,606573,639687,534656,654027,609093
Q3TIV5,Q3TIV5,ZC3HF_MOUSE,Zc3h15,Zinc finger CCCH domain-containing protein 15,367786,340906,398890,416386,359668,347571,371461,376914
Q3TIX9,Q3TIX9,UBP39_MOUSE,Usp39,Ubiquitin carboxyl-terminal hydrolase 39,58881.3,60836.7,65739.4,69286.5,63991.1,65168.8,60198,68488.8
Q3TJ91,Q3TJ91,L2GL2_MOUSE,Llgl2,LLGL scribble cell polarity complex component 2,30704.5,41917.7,39031.2,45129.8,41317.1,33375.4,36141.2,35960.7
Q3TJD7,Q3TJD7,PDLI7_MOUSE,Pdlim7,PDZ and LIM domain protein 7,23532.5,21741.2,19162.9,22515.7,21922.3,21954.5,19312,29824.6
Q3TJD7;Q8CI51;Q9JKS4,Q3TJD7;Q8CI51;Q9JKS4,LDB3_MOUSE;PDLI5_MOUSE;PDLI7_MOUSE,Ldb3;Pdlim5;Pdlim7,PDZ and LIM domain protein 7,21335.2,10166.1,21575.1,28381.4,17412.2,10108.1,31865.3,16441.9
Q3TJZ6,Q3TJZ6,FA98A_MOUSE,Fam98a,Protein FAM98A,52390.3,37731.9,44150.9,41462.3,32326,53485.3,41252.3,47775.4
Q3TJZ6;Q80VD1,Q3TJZ6;Q80VD1,FA98A_MOUSE;FA98B_MOUSE,Fam98a;Fam98b,Protein FAM98A,22441.7,,27835,33523.4,27150.7,34969.8,27990.2,32462.1
Q3TKT4,Q3TKT4,SMCA4_MOUSE,Smarca4,Transcription activator BRG1,44468.8,33707.9,51486.1,47617.1,34926.9,54048.3,48484.4,54083.8
Q3TKT4;Q6DIC0,Q3TKT4;Q6DIC0,SMCA2_MOUSE;SMCA4_MOUSE,Smarca2;Smarca4,Transcription activator BRG1,77497.5,54765.8,70504.9,65082.1,86217.7,62165.4,73452.3,72401.1
Q3TKY6,Q3TKY6,CWC27_MOUSE,Cwc27,Spliceosome-associated protein CWC27 homolog,57389.7,55823.2,53536.7,58137.1,66803.7,68717.2,57059.4,58989.1
Q3TL26,Q3TL26,TFB2M_MOUSE,Tfb2m,"Dimethyladenosine transferase 2, mitochondrial",6642.15,4085.29,11200.4,5805.19,8477.91,4997.21,7609.33,8928.37
Q3TL44,Q3TL44,NLRX1_MOUSE,Nlrx1,NLR family member X1,89256.8,96559.9,95970.1,99398.4,94856.5,93851.7,104801,101180
Q3TLD5,Q3TLD5,RMP_MOUSE,Uri1,Unconventional prefoldin RPB5 interactor,39881.2,32557,43588.5,42532.9,44923.1,40725.8,36943,41387.1
Q3TLH4,Q3TLH4,PRC2C_MOUSE,Prrc2c,Protein PRRC2C,143920,130989,141890,143968,138500,128019,135887,132224
Q3TLH4;Q7TPM1;Q7TSC1,Q3TLH4;Q7TPM1;Q7TSC1,PRC2A_MOUSE;PRC2B_MOUSE;PRC2C_MOUSE,Prrc2a;Prrc2b;Prrc2c,Protein PRRC2C,29728.2,38480.1,24931.8,14531.7,41968.2,36580.8,27377.7,28188.7
Q3TLI0,Q3TLI0,TPC10_MOUSE,Trappc10,Trafficking protein particle complex subunit 10,31810.2,28090.6,29240.7,32101.7,34391.3,33404.2,31201.1,33786.9
Q3TLP5,Q3TLP5,ECHD2_MOUSE,Echdc2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",1.81E+06,1.91E+06,1.94E+06,2.02E+06,2.10E+06,1.87E+06,1.97E+06,1.98E+06
Q3TLS3,Q3TLS3,GDPP1_MOUSE,Gdpgp1,GDP-D-glucose phosphorylase 1,41307.9,48066.7,42418.4,39801,42339.5,34267.2,39282.3,38330.7
Q3TMH2,Q3TMH2,SCRN3_MOUSE,Scrn3,Secernin-3,581580,531672,544318,564697,575408,585672,548023,642822
